id,desc
IPR013848,"Methylthiotransferase, N-terminal"
IPR013852,"Translation elongation factor P/YeiP, conserved site"
IPR013853,Galactitol permease IIC component
IPR013974,SAF domain
IPR013986,DExx box DNA helicase domain superfamily
IPR014001,"Helicase superfamily 1/2, ATP-binding domain"
IPR014004,"Transport-associated and nodulation domain, bacteria"
IPR014006,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit"
IPR014013,"Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type"
IPR014014,"RNA helicase, DEAD-box type, Q motif"
IPR014016,"UvrD-like helicase, ATP-binding domain"
IPR014017,"UvrD-like DNA helicase, C-terminal"
IPR014025,Glutaredoxin subgroup
IPR014026,"UDP-glucose/GDP-mannose dehydrogenase, dimerisation"
IPR014027,"UDP-glucose/GDP-mannose dehydrogenase, C-terminal"
IPR014029,"NADH:ubiquinone oxidoreductase, 49kDa subunit, conserved site"
IPR014030,"Beta-ketoacyl synthase-like, N-terminal"
IPR014031,"Beta-ketoacyl synthase, C-terminal"
IPR014032,"Peptidase A24A, prepilin type IV, bacterial"
IPR014036,"DeoR-like transcriptional repressor, C-terminal sensor domain"
IPR014048,"Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding"
IPR014186,S-formylglutathione hydrolase
IPR014284,RNA polymerase sigma-70-like domain
IPR014297,"Dimethylsulphoxide reductase, chain B"
IPR014438,Glucan biosynthesis protein MdoG/MdoD
IPR014603,Formate dehydrogenase iron-sulphur subunit
IPR014710,RmlC-like jelly roll fold
IPR014718,Glycoside hydrolase-type carbohydrate-binding
IPR014719,"Ribosomal protein bL12, C-terminal/adaptor protein ClpS-like"
IPR014721,"Small ribosomal subunit protein uS5 domain 2-type fold, subgroup"
IPR014722,"Large ribosomal subunit protein uL2, domain 2"
IPR014729,Rossmann-like alpha/beta/alpha sandwich fold
IPR014730,"Electron transfer flavoprotein, alpha/beta-subunit, N-terminal"
IPR014731,"Electron transfer flavoprotein, alpha subunit, C-terminal"
IPR014743,"Chloride channel, core"
IPR014746,"Glutamine synthetase/guanido kinase, catalytic domain"
IPR014748,"Enoyl-CoA hydratase, C-terminal"
IPR014756,Immunoglobulin E-set
IPR014757,"Transcription regulator IclR, C-terminal"
IPR014776,"Tetrapyrrole methylase, subdomain 2"
IPR014777,"Tetrapyrrole methylase, subdomain 1"
IPR015243,"FimH, mannose-binding domain"
IPR015246,"Formate dehydrogenase, transmembrane"
IPR015365,"Elongation factor P, C-terminal"
IPR015413,Methionyl/Leucyl tRNA synthetase
IPR015421,"Pyridoxal phosphate-dependent transferase, major domain"
IPR015422,"Pyridoxal phosphate-dependent transferase, small domain"
IPR015424,Pyridoxal phosphate-dependent transferase
IPR015590,Aldehyde dehydrogenase domain
IPR015793,"Pyruvate kinase, barrel"
IPR015795,"Pyruvate kinase, C-terminal"
IPR015797,NUDIX hydrolase-like domain superfamily
IPR015806,"Pyruvate kinase, insert domain superfamily"
IPR015813,Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily
IPR015815,3-hydroxyisobutyrate dehydrogenase-related
IPR015847,"Exoribonuclease, phosphorolytic domain 2"
IPR015854,"ABC transporter, lipoprotein release, LolD-like"
IPR015855,"ABC transporter, maltose/maltodextrin import, MalK-like"
IPR015867,"Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal"
IPR015868,Glutaminase
IPR015875,"IMP dehydrogenase / GMP reductase, conserved site"
IPR015879,"Aromatic-ring-hydroxylating dioxygenase, alpha subunit, C-terminal domain"
IPR015881,"Aromatic-ring-hydroxylating dioxygenase ARHD, Rieske 2Fe-2S-binding site"
IPR015884,"Malic enzyme, conserved site"
IPR015886,"Formamidopyrimidine-DNA glycosylase, H2TH DNA-binding"
IPR015887,"DNA glycosylase/AP lyase, zinc finger domain, DNA-binding site"
IPR015890,"Chorismate-utilising enzyme, C-terminal"
IPR015892,"Carbonic anhydrase, prokaryotic-like, conserved site"
IPR015910,"Inosine/uridine-preferring nucleoside hydrolase, conserved site"
IPR015927,Peptidase S24/S26A/S26B/S26C
IPR015928,"Aconitase/3-isopropylmalate dehydratase, swivel"
IPR015931,"Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3"
IPR015932,"Aconitase, domain 2"
IPR015939,"Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal"
IPR015942,Asp/Glu/hydantoin racemase
IPR015943,WD40/YVTN repeat-like-containing domain superfamily
IPR015946,"K homology domain-like, alpha/beta"
IPR015947,PUA-like superfamily
IPR015955,"Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
IPR015956,"Penicillin-binding protein, C-terminal domain superfamily"
IPR016032,"Signal transduction response regulator, C-terminal effector"
IPR016035,Acyl transferase/acyl hydrolase/lysophospholipase
IPR016039,Thiolase-like
IPR016040,NAD(P)-binding domain
IPR016047,"M23ase, beta-sheet core domain"
IPR016052,YgiW/YdeI
IPR016055,"Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III"
IPR016064,NAD kinase/diacylglycerol kinase-like domain superfamily
IPR016066,"Alpha-D-phosphohexomutase, conserved site"
IPR016092,FeS A-type assembly protein ATAP
IPR016102,Succinyl-CoA synthetase-like
IPR016120,"Signal transduction histidine kinase, sporulation regulator SpoOB"
IPR016136,"DNA helicase DnaB, N-terminal/DNA primase DnaG, C-terminal"
IPR016142,"Citrate synthase-like, large alpha subdomain"
IPR016143,"Citrate synthase-like, small alpha subdomain"
IPR016147,"Pili assembly chaperone, N-terminal"
IPR016148,"Pili assembly chaperone, C-terminal"
IPR016152,Phosphotransferase/anion transporter
IPR016155,"Molybdopterin synthase/thiamin biosynthesis sulphur carrier, beta-grasp"
IPR016156,"FAD/NAD-linked reductase, dimerisation domain superfamily"
IPR016160,"Aldehyde dehydrogenase, cysteine active site"
IPR016161,Aldehyde/histidinol dehydrogenase
IPR016162,"Aldehyde dehydrogenase, N-terminal"
IPR016163,"Aldehyde dehydrogenase, C-terminal"
IPR016164,"FAD-linked oxidase-like, C-terminal"
IPR016166,"FAD-binding domain, PCMH-type"
IPR016167,"FAD-binding, type PCMH, subdomain 1"
IPR016169,"FAD-binding, type PCMH, subdomain 2"
IPR016171,"Vanillyl-alcohol oxidase, C-terminal subdomain 2"
IPR016174,"Di-haem cytochrome, transmembrane"
IPR016181,Acyl-CoA N-acyltransferase
IPR016185,Pre-ATP-grasp domain superfamily
IPR016188,"PurM-like, N-terminal domain"
IPR016192,"APOBEC/CMP deaminase, zinc-binding"
IPR016193,Cytidine deaminase-like
IPR016195,Polymerase/histidinol phosphatase-like
IPR016205,Glycerol dehydrogenase
IPR016208,Aldehyde oxidase/xanthine dehydrogenase-like
IPR016367,Major outer membrane lipoprotein Lpp
IPR016380,"Signal transduction histidine kinase, nitrate/nitrite-sensing"
IPR017039,Virulence factor BrkB
IPR017438,"Inorganic polyphosphate/ATP-NAD kinase, N-terminal"
IPR017439,Amidohydrolase
IPR017459,"Glycosyl transferase family 3, N-terminal domain"
IPR017476,UDP-glucose/GDP-mannose dehydrogenase
IPR017583,Tagatose/fructose phosphokinase
IPR017652,"Acetyl/Succinylornithine transaminase family, bacteria"
IPR017798,D-xylonate dehydratase YjhG/YagF
IPR017850,"Alkaline-phosphatase-like, core domain superfamily"
IPR017853,Glycoside hydrolase superfamily
IPR017856,"Integrase-like, N-terminal"
IPR017867,"Protein-tyrosine phosphatase, low molecular weight"
IPR017870,"FeS cluster insertion, C-terminal, conserved site"
IPR017871,"ABC transporter-like, conserved site"
IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain"
IPR017900,"4Fe-4S ferredoxin, iron-sulphur binding, conserved site"
IPR017911,"MacB-like, ATP-binding domain"
IPR017918,"Nitrogen regulatory protein PII, conserved site"
IPR017926,Glutamine amidotransferase
IPR017927,"FAD-binding domain, ferredoxin reductase-type"
IPR017932,Glutamine amidotransferase type 2 domain
IPR017937,"Thioredoxin, conserved site"
IPR017938,Riboflavin synthase-like beta-barrel
IPR017941,Rieske [2Fe-2S] iron-sulphur domain
IPR017945,DHBP synthase RibB-like alpha/beta domain superfamily
IPR017946,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily"
IPR017961,"DNA polymerase, Y-family, little finger domain"
IPR017968,"Acylphosphatase, conserved site"
IPR017969,"Heavy-metal-associated, conserved site"
IPR018013,"Nucleoside-specific channel-forming protein, Tsx-like"
IPR018016,"Nucleoside phosphorylase, conserved site"
IPR018030,"Fimbrial membrane usher, conserved site"
IPR018042,"Aspartate kinase, conserved site"
IPR018043,"Sodium:galactoside symporter, conserved site"
IPR018044,"Peptidase S11, D-alanyl-D-alanine carboxypeptidase A"
IPR018046,"Pili assembly chaperone, conserved site"
IPR018060,"AraC-like, DNA binding HTH domain"
IPR018062,"HTH domain AraC-type, conserved site"
IPR018076,Type II secretion system protein GspF domain
IPR018084,"Hok/gef cell toxic protein, conserved site"
IPR018086,"NADH:ubiquinone oxidoreductase, subunit 1, conserved site"
IPR018093,"BCCT transporter, conserved site"
IPR018107,"Sodium:dicarboxylate symporter, conserved site"
IPR018110,"Mandelate racemase/muconate lactonizing enzyme, conserved site"
IPR018113,"Phosphotransferase system EIIB, cysteine phosphorylation site"
IPR018120,"Glycoside hydrolase family 1, active site"
IPR018136,"Aconitase family, 4Fe-4S cluster binding site"
IPR018149,"Lysyl-tRNA synthetase, class II, C-terminal"
IPR018151,"Transcription elongation factor, GreA/GreB, conserved site"
IPR018163,"Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily"
IPR018168,"Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site"
IPR018170,"Aldo/keto reductase, conserved site"
IPR018181,"Heat shock protein 70, conserved site"
IPR018187,"Asp/Glu racemase, active site 1"
IPR018193,"Glycerate kinase, flavodoxin-like fold"
IPR018194,"Nickel-dependent hydrogenase, large subunit, nickel binding site"
IPR018197,"Glycerate kinase, restriction-enzyme-like fold"
IPR018201,"Beta-ketoacyl synthase, active site"
IPR018206,"Electron transfer flavoprotein subunit alpha, conserved site"
IPR018209,"Pyruvate kinase, active site"
IPR018211,"Alcohol dehydrogenase, iron-type, conserved site"
IPR018212,"Sodium/solute symporter, conserved site"
IPR018225,"Transaldolase, active site"
IPR018227,Amino acid/polyamine transporter 2
IPR018228,"Deoxyribonuclease, TatD-related, conserved site"
IPR018232,"Glycoside hydrolase, family 37, conserved site"
IPR018239,"NAD-dependent DNA ligase, active site"
IPR018253,"DnaJ domain, conserved site"
IPR018270,"Concentrative nucleoside transporter, metazoan/bacterial"
IPR018274,"PEP-utilising enzyme, active site"
IPR018300,"Aminotransferase, class IV, conserved site"
IPR018303,"P-type ATPase, phosphorylation site"
IPR018313,"Solute-binding protein family 3, conserved site"
IPR018314,"RsmB/NOL1/NOP2-like, conserved site"
IPR018321,"Glucosamine-6-phosphate isomerase, conserved site"
IPR018335,"Transcription regulator HTH, Crp-type, conserved site"
IPR018356,"Transcription regulator, HTH DeoR-type, conserved site"
IPR018357,"Hexapeptide transferase, conserved site"
IPR018365,"Cell cycle, FtsW / RodA / SpoVE, conserved site"
IPR018368,"ClpA/B, conserved site 1"
IPR018376,"Enoyl-CoA hydratase/isomerase, conserved site"
IPR018385,C4-dicarboxylate anaerobic carrier-like
IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat
IPR018392,LysM domain
IPR018455,"Phosphotransferase system, sorbose subfamily IIB component, subgroup"
IPR018456,"PTR2 family proton/oligopeptide symporter, conserved site"
IPR018483,"Carbohydrate kinase, FGGY, conserved site"
IPR018484,"Carbohydrate kinase FGGY, N-terminal"
IPR018485,"Carbohydrate kinase FGGY, C-terminal"
IPR018490,Cyclic nucleotide-binding domain superfamily
IPR018496,"Pseudouridine synthase, RsuA/RluB/E/F, conserved site"
IPR018517,"tRNA-dihydrouridine synthase, conserved site"
IPR018522,"DNA topoisomerase, type IIA, conserved site"
IPR018523,"Isocitrate lyase/phosphorylmutase, conserved site"
IPR018950,"Disulphide bond isomerase, DsbC/G, N-terminal"
IPR018951,"Fumarase C, C-terminal"
IPR019307,RNA-binding protein AU-1/Ribonuclease E/G
IPR019489,"Clp ATPase, C-terminal"
IPR019546,"Twin-arginine translocation pathway, signal sequence, bacterial/archaeal"
IPR019614,S-adenosylmethionine-dependent methyltransferase
IPR019626,"Stress-induced protein, KGG, repeat"
IPR019638,Protein of unknown function DUF2502
IPR019689,Toxin GhoT/OrtT
IPR019734,Tetratricopeptide repeat
IPR019776,"Flagellar basal body rod protein, conserved site"
IPR019777,"Formate C-acetyltransferase glycine radical, conserved site"
IPR019800,"Glycoside hydrolase, family 3, active site"
IPR019802,"Glycoside hydrolase, family 4, conserved site"
IPR019810,Citrate synthase active site
IPR019811,"Homoserine dehydrogenase, conserved site"
IPR019812,"Hydrogenase assembly chaperone, conserved site"
IPR019818,"Isocitrate/isopropylmalate dehydrogenase, conserved site"
IPR019831,"Manganese/iron superoxide dismutase, N-terminal"
IPR019832,"Manganese/iron superoxide dismutase, C-terminal"
IPR019833,"Manganese/iron superoxide dismutase, binding site"
IPR019844,"Cold-shock domain, conserved site"
IPR019885,"Transcription regulator HTH, AsnC-type, conserved site"
IPR019887,"Transcription regulator AsnC/Lrp, ligand binding domain"
IPR019888,Transcription regulator AsnC-like
IPR019897,"RidA, conserved site"
IPR019999,Anthranilate synthase component I-like
IPR020003,"ATPase, alpha/beta subunit, nucleotide-binding domain, active site"
IPR020013,"Flagellar hook-basal body protein, FlgE/F/G"
IPR020045,"DNA polymerase I-like, H3TH domain"
IPR020046,"5'-3' exonuclease, alpha-helical arch, N-terminal"
IPR020056,"Large ribosomal subunit protein bL25/Gln-tRNA synthetase, N-terminal"
IPR020058,"Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain"
IPR020084,"NUDIX hydrolase, conserved site"
IPR020094,"Pseudouridine synthase TruA/RsuA/RluB/E/F, N-terminal"
IPR020103,"Pseudouridine synthase, catalytic domain superfamily"
IPR020449,"Transcription regulator HTH, AraC- type, HTH domain"
IPR020458,"Zinc finger, DksA/TraR C4-type conserved site"
IPR020460,"Zinc finger, DksA/TraR C4-type, bacteria"
IPR020471,Aldo-keto reductase
IPR020476,NUDIX hydrolase
IPR020538,"Hydrogenase nickel incorporation protein HypA/HybF, conserved site"
IPR020550,"Inositol monophosphatase, conserved site"
IPR020557,"Fumarate lyase, conserved site"
IPR020558,"Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site"
IPR020568,Ribosomal protein uS5 domain 2-type superfamily
IPR020578,"Aminotransferase class-V, pyridoxal-phosphate binding site"
IPR020583,"Inositol monophosphatase, metal-binding site"
IPR020588,"DNA recombination and repair protein RecA-like, ATP-binding domain"
IPR020591,"Chromosomal replication control, initiator DnaA-like"
IPR020599,Translation elongation factor P/YeiP
IPR020610,"Thiolase, active site"
IPR020612,"Methylthiotransferase, conserved site"
IPR020613,"Thiolase, conserved site"
IPR020615,"Thiolase, acyl-enzyme intermediate active site"
IPR020616,"Thiolase, N-terminal"
IPR020617,"Thiolase, C-terminal"
IPR020622,"Alanine racemase, pyridoxal-phosphate attachment site"
IPR020624,"Schiff base-forming aldolase, conserved site"
IPR020625,"Schiff base-forming aldolase, active site"
IPR020808,"Bacterial microcompartments protein, conserved site"
IPR020816,"Histone-like DNA-binding protein, conserved site"
IPR020826,Transketolase binding site
IPR020827,"Asparaginase/glutaminase, active site 1"
IPR020828,"Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain"
IPR020829,"Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain"
IPR020830,"Glyceraldehyde 3-phosphate dehydrogenase, active site"
IPR020831,Glyceraldehyde/Erythrose phosphate dehydrogenase family
IPR020841,"Polyketide synthase, beta-ketoacyl synthase domain"
IPR020843,Enoylreductase domain
IPR020845,"AMP-binding, conserved site"
IPR020846,Major facilitator superfamily domain
IPR020891,"Uncharacterised protein family UPF0758, conserved site"
IPR020892,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
IPR020904,"Short-chain dehydrogenase/reductase, conserved site"
IPR020930,"Large ribosomal subunit protein uL5, bacteria"
IPR020945,DMSO/Nitrate reductase chaperone
IPR021115,Pyridoxal-phosphate binding site
IPR021159,"Glycerate/sugar phosphate transporter, conserved site"
IPR021220,Protein of unknown function DUF2686
IPR021308,Group 4 capsule polysaccharide formation lipoprotein GfcB
IPR021530,Oxamate carbamoyltransferase subunit AllH-like
IPR022000,"Min27-like integrase, DNA-binding domain"
IPR022310,NAD/GMP synthase
IPR022357,"Major intrinsic protein, conserved site"
IPR022385,Rhs repeat-associated core
IPR022553,Protein of unknown function DUF2645
IPR022597,Endoribonuclease antitoxin GhoS
IPR022616,"Glycosyl hydrolase, family 4, C-terminal"
IPR022644,"Orn/DAP/Arg decarboxylase 2, N-terminal"
IPR022646,"Protein-export membrane protein SecD/SecF/SecDF, conserved site"
IPR022653,"Orn/DAP/Arg decarboxylase 2, pyridoxal-phosphate binding site"
IPR022657,"Orn/DAP/Arg decarboxylase 2, conserved site"
IPR022691,"Transcription elongation factor, GreA/GreB, N-terminal"
IPR022742,"Serine aminopeptidase, S33"
IPR022761,"Fumarate lyase, N-terminal"
IPR022813,"Protein-export membrane protein SecD/SecF, archaeal and bacterial"
IPR022893,Shikimate dehydrogenase family
IPR022894,Oligoribonuclease
IPR022966,"Ribonuclease II/R, conserved site"
IPR023000,"Shikimate kinase, conserved site"
IPR023001,Fructose-6-phosphate aldolase
IPR023009,Tyrosine recombinase XerC/XerD
IPR023027,"Mannitol dehydrogenase, conserved site"
IPR023058,"Peptidyl-prolyl cis-trans isomerase, PpiC-type, conserved site"
IPR023151,"PEP-utilising enzyme, conserved site"
IPR023170,"Helix-hairpin-helix, base-excision DNA repair, C-terminal"
IPR023186,Inosine/uridine-preferring nucleoside hydrolase
IPR023187,"Transcriptional regulator MarR-type, conserved site"
IPR023198,"Phosphoglycolate phosphatase-like, domain 2"
IPR023210,NADP-dependent oxidoreductase domain
IPR023213,Chloramphenicol acetyltransferase-like domain superfamily
IPR023214,HAD superfamily
IPR023229,"Type II secretion system protein GspM, periplasmic domain superfamily"
IPR023230,"Glycoside hydrolase, family 2, conserved site"
IPR023232,"Glycoside hydrolase, family 2, active site"
IPR023234,NarG-like domain
IPR023267,RNA (C5-cytosine) methyltransferase
IPR023271,Aquaporin-like
IPR023298,"P-type ATPase, transmembrane domain superfamily"
IPR023299,"P-type ATPase, cytoplasmic domain N"
IPR023346,Lysozyme-like domain superfamily
IPR023347,Lysozyme domain superfamily
IPR023366,"ATP synthase subunit alpha, N-terminal domain-like superfamily"
IPR023367,"Peptidase M42, domain 2"
IPR023373,YmcC-like superfamily
IPR023404,"Radical SAM, alpha/beta horseshoe"
IPR023405,"DNA topoisomerase, type IA, core domain"
IPR023406,"DNA topoisomerase, type IA, active site"
IPR023408,"Mechanosensitive ion channel MscS, beta-domain superfamily"
IPR023430,Peptidase HybD-like domain superfamily
IPR023459,Transcription elongation factor GreA/GreB family
IPR023485,Phosphotyrosine protein phosphatase I
IPR023606,CoA-transferase family III domain 1 superfamily
IPR023614,Porin domain superfamily
IPR023750,RbsD-like superfamily
IPR023753,FAD/NAD(P)-binding domain
IPR023765,"Solute-binding protein family 5, conserved site"
IPR023772,"DNA-binding HTH domain, TetR-type, conserved site"
IPR023865,"Aliphatic acid kinase, short-chain, conserved site"
IPR023867,"Anaerobic sulphatase maturase, radical SAM"
IPR023885,4Fe4S-binding SPASM domain
IPR024002,"Formate/nitrite transporter, conserved site"
IPR024033,"Oxamate carbamoyltransferase subunit AllG, helical domain"
IPR024052,Phosphopentomutase DeoB cap domain superfamily
IPR024072,Dihydrofolate reductase-like domain superfamily
IPR024077,"Neurolysin/Thimet oligopeptidase, domain 2"
IPR024079,"Metallopeptidase, catalytic domain superfamily"
IPR024083,"Fumarase/histidase, N-terminal"
IPR024084,Isopropylmalate dehydrogenase-like domain
IPR024176,"Citrate synthase, bacterial-type"
IPR024185,5-formyltetrahydrofolate cyclo-ligase-like domain superfamily
IPR024187,"Signal transduction response regulator, citrate/malate metabolism"
IPR024289,Domain of unknown function DUF3828
IPR024393,"Mechanosensitive ion channel MscS, porin domain"
IPR024431,"Insertion element IS1 protein InsA, helix-turn-helix domain"
IPR024453,"Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family"
IPR024473,"Transposase, IS4, N-terminal"
IPR024497,Protein of unknown function DUF2773
IPR024519,"Inverse autotransporter, beta-domain"
IPR024607,"Sulfatase, conserved site"
IPR024688,Maltose/galactoside acetyltransferase domain
IPR024706,"Peroxiredoxin, AhpC-type"
IPR024744,"Putative cyclic diguanylate phosphodiesterase, CSS motif-containing domain"
IPR024753,Regulatory protein AriR
IPR024904,Ornithine carbamoyltransferase
IPR024961,"Type II secretion system protein GspC, N-terminal"
IPR024973,ESPR domain
IPR025030,Domain of unknown function DUF3950
IPR025048,Protein of unknown function DUF3987)
IPR025110,"AMP-binding enzyme, C-terminal domain"
IPR025123,Domain of unknown function DUF4049
IPR025166,"Integrase, DNA-binding domain"
IPR025192,Succinate dehydogenase/fumarate reductase N-terminal
IPR025202,Phospholipase D-like domain
IPR025246,Transposase IS30-like HTH domain
IPR025253,"Type I toxin-antitoxin system, toxin Ldr"
IPR025370,"Transcriptional regulator SgrR, N-terminal HTH domain"
IPR025479,Domain of unknown function DUF4329
IPR025505,FHIPEP conserved site
IPR025543,Dodecin-like
IPR025657,RadC-like JAB domain
IPR025662,"Sigma-54 interaction domain, ATP-binding site 1"
IPR025669,AAA domain
IPR025691,GspL periplasmic domain
IPR025692,Mechanosensitive ion channel inner membrane domain 1
IPR025714,Methyltransferase domain
IPR025857,MacB-like periplasmic core domain
IPR025877,MobA-like NTP transferase
IPR025881,Toxin Ibs
IPR025885,"PapC, N-terminal domain"
IPR025887,"Glycoside hydrolase family 31, N-terminal domain"
IPR025943,"Sigma-54 interaction domain, ATP-binding site 2"
IPR025944,"Sigma-54 interaction domain, conserved site"
IPR025948,HTH-like domain
IPR025949,"PapC-like, C-terminal domain"
IPR025966,"Oligopeptide transport permease C-like, N-terminal domain"
IPR025997,Periplasmic binding protein
IPR026033,"Azaguanine-like transporters, bacteria and archaea type"
IPR026040,Hydroxypyruvate isomerase-like
IPR026269,Tat proofreading chaperone DmsD-type
IPR026325,Protein of unknown function DUF932
IPR026564,"Transcriptional regulator TACO1-like, domain 3"
IPR027051,XdhC Rossmann domain
IPR027065,Lon protease
IPR027256,"P-type ATPase, subfamily IB"
IPR027266,Aminomethyltransferase superfamily
IPR027271,"Acetolactate synthase/Transcription factor NikR, C-terminal"
IPR027303,"Glutamine synthetase, glycine-rich site"
IPR027304,Trigger factor/SurA domain superfamily
IPR027394,"Cytochrome-c3 hydrogenase, C-terminal"
IPR027396,DsrEFH-like
IPR027398,SecD export protein N-terminal TM domain
IPR027408,PNPase/RNase PH domain superfamily
IPR027417,P-loop containing nucleoside triphosphate hydrolase
IPR027444,"DNA-binding protein H-NS-like, C-terminal domain"
IPR027454,"Histone-like protein H-NS, N-terminal"
IPR027463,"Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains"
IPR027464,"Ornithine decarboxylase, N-terminal"
IPR027467,"Molybdopterin oxidoreductase, molybdopterin cofactor binding site"
IPR027469,Cation efflux transmembrane domain superfamily
IPR027473,"L-asparaginase, C-terminal"
IPR027474,"L-asparaginase, N-terminal"
IPR027475,"Asparaginase/glutaminase, active site 2"
IPR027477,"Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily"
IPR028081,Leucine-binding protein domain
IPR028082,Periplasmic binding protein-like I
IPR028098,"Glycosyltransferase subfamily 4-like, N-terminal domain"
IPR028189,"Nitrate reductase, alpha subunit, N-terminal"
IPR028261,Dihydroprymidine dehydrogenase domain II
IPR028299,"ClpA/B, conserved site 2"
IPR028350,DNA replication protein DnaC/insertion sequence IstB-like
IPR028624,Transcription elongation factor GreA/GreB
IPR028921,NTF2 fold domain
IPR028978,Chorismate pyruvate-lyase/UbiC transcription regulator-associated domain superfamily
IPR029000,Cyclophilin-like domain superfamily
IPR029001,Inosine triphosphate pyrophosphatase-like
IPR029009,Allosteric substrate binding domain superfamily
IPR029014,"[NiFe]-hydrogenase, large subunit"
IPR029016,GAF-like domain superfamily
IPR029017,"Enolase-like, N-terminal"
IPR029024,TerB-like
IPR029026,"tRNA (guanine-N1-)-methyltransferase, N-terminal"
IPR029028,Alpha/beta knot methyltransferases
IPR029032,AhpD-like
IPR029033,Histidine phosphatase superfamily
IPR029035,DHS-like NAD/FAD-binding domain superfamily
IPR029039,Flavoprotein-like superfamily
IPR029041,FAD-linked oxidoreductase-like
IPR029043,"Glycine cleavage T-protein/YgfZ, C-terminal"
IPR029044,Nucleotide-diphospho-sugar transferases
IPR029045,ClpP/crotonase-like domain superfamily
IPR029046,Lipoprotein localisation LolA/LolB/LppX
IPR029047,"Heat shock protein 70kD, peptide-binding domain superfamily"
IPR029048,"Heat shock protein 70kD, C-terminal domain superfamily"
IPR029052,Metallo-dependent phosphatase-like
IPR029055,"Nucleophile aminohydrolases, N-terminal"
IPR029056,Ribokinase-like
IPR029057,Phosphoribosyltransferase-like
IPR029058,Alpha/Beta hydrolase fold
IPR029060,PIN-like domain superfamily
IPR029061,Thiamin diphosphate-binding fold
IPR029062,Class I glutamine amidotransferase-like
IPR029063,S-adenosyl-L-methionine-dependent methyltransferase superfamily
IPR029064,Ribosomal protein eL30-like superfamily
IPR029065,Enolase C-terminal domain-like
IPR029066,PLP-binding barrel
IPR029068,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
IPR029069,HotDog domain superfamily
IPR029072,YebC-like
IPR029095,"NarX-like, N-terminal"
IPR029149,"Creatinase/Aminopeptidase P/Spt16, N-terminal"
IPR029151,Periplasmic sensor-like domain superfamily
IPR029154,"3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain"
IPR029263,"Respiratory nitrate reductase beta, C-terminal"
IPR029442,GyrI-like small molecule binding domain
IPR029479,Nitroreductase
IPR029503,"Phosphotransferase system EIIB component, mannitol-specific"
IPR029510,"Aldehyde dehydrogenase, glutamic acid active site"
IPR029752,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site 1"
IPR029753,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site"
IPR029787,Nucleotide cyclase
IPR030390,"RNA methyltransferase TrmA, active site"
IPR030391,"RNA methyltransferase TrmA, conserved site"
IPR030395,Glycerophosphodiester phosphodiesterase domain
IPR030470,UbiA prenyltransferase conserved site
IPR030475,"Ribonucleotide reductase small subunit, acitve site"
IPR030489,"Transcription regulator Rrf2-type, conserved site"
IPR030664,FAD-dependent oxidoreductase SdhA/FrdA/AprA
IPR030673,"Pyrophosphatase, GppA/Ppx-type"
IPR030676,Citrate carrier CitT-related
IPR030678,"Peptide/nickel binding protein, MppA-type"
IPR030679,"ABC-type amino acid transport system, ATPase component, HisP-type"
IPR030930,Adhesin of bacterial autotransporter system
IPR031157,"Tr-type G domain, conserved site"
IPR031167,OBG-type guanine nucleotide-binding (G) domain
IPR031322,Shikimate kinase/gluconokinase
IPR031325,RHS repeat
IPR032312,"Beta-galactosidase, domain 4"
IPR032317,IPR032317
IPR032387,"Acetyl-coenzyme A synthetase, N-terminal domain"
IPR032466,Metal-dependent hydrolase
IPR032523,"Cytochrome c-type biogenesis protein CcmF, C-terminal"
IPR032692,"Integral membrane protein YccS, N-terminal"
IPR032694,Copper transport protein C/D
IPR032710,NTF2-like domain superfamily
IPR032781,ABC-transporter extension domain
IPR032806,"H repeat-associated protein, N-terminal"
IPR032807,"Tyrosine-protein kinase, G-rich domain"
